GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0048037,cofactor binding,1466,269,157.13,1.2e-22,2.112e-19
GO:0016491,oxidoreductase activity,2141,352,229.48,1.0e-14,8.8e-12
GO:0046906,tetrapyrrole binding,485,102,51.98,4.6e-14,2.69866666666667e-11
GO:0019137,thioglucosidase activity,18,13,1.93,2.1e-08,9.24e-06
GO:0005506,iron ion binding,437,88,46.84,9.4e-08,3.3088e-05
GO:0102799,glucosinolate glucohydrolase activity,17,12,1.82,1.2e-07,3.52e-05
GO:0019904,protein domain specific binding,174,40,18.65,1.4e-07,3.52e-05
GO:0016209,antioxidant activity,195,44,20.9,1.3e-06,0.000286
GO:0016168,chlorophyll binding,51,18,5.47,3.2e-06,0.000625777777777778
GO:0008171,O-methyltransferase activity,80,18,8.57,4.6e-05,0.00768
GO:0051139,metal ion:proton antiporter activity,27,9,2.89,4.8e-05,0.00768
GO:0003824,catalytic activity,12378,1415,1326.71,6.7e-05,0.00982666666666667
GO:0010181,FMN binding,64,17,6.86,0.00014,0.0187733333333333
GO:0016829,lyase activity,528,88,56.59,0.00015,0.0187733333333333
GO:0050661,NADP binding,116,25,12.43,0.00016,0.0187733333333333
GO:0016746,transferase activity, transferring acyl ...,584,82,62.59,0.00019,0.0209
GO:0004197,cysteine-type endopeptidase activity,123,22,13.18,0.00022,0.0227764705882353
GO:0070401,NADP+ binding,5,4,0.54,0.00046,0.0449777777777778
GO:0019842,vitamin binding,236,40,25.3,0.00049,0.0453894736842105
