GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0010369,chromocenter,32,15,2.77,1.2e-07,9.456e-05
GO:0032993,protein-DNA complex,152,35,13.17,1.1e-06,0.0004334
GO:0031974,membrane-enclosed lumen,2292,257,198.65,7.7e-06,0.001773
GO:0031966,mitochondrial membrane,606,76,52.52,9.0e-06,0.001773
GO:0043233,organelle lumen,2292,257,198.65,2.7e-05,0.0042552
GO:0070013,intracellular organelle lumen,2292,257,198.65,3.4e-05,0.00446533333333333
GO:1990904,ribonucleoprotein complex,1260,161,109.2,5.1e-05,0.005122
GO:0044815,DNA packaging complex,104,24,9.01,5.2e-05,0.005122
GO:0005622,intracellular,20976,1887,1817.99,7.0e-05,0.0058312
GO:0005739,mitochondrion,2137,242,185.21,7.4e-05,0.0058312
GO:0019866,organelle inner membrane,611,71,52.96,0.00012,0.00859636363636364
GO:0005730,nucleolus,993,130,86.06,0.00016,0.0105066666666667
GO:0005634,nucleus,9349,904,810.28,0.00036,0.0218215384615385
GO:0000786,nucleosome,95,23,8.23,0.00039,0.0219514285714286
GO:0032991,protein-containing complex,4546,450,394,0.00076,0.0399253333333333
