GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0003723,RNA binding,2532,297,218.35,4.6e-06,0.008924
GO:0016817,hydrolase activity, acting on acid anhyd...,2025,225,174.63,1.9e-05,0.016005
GO:0003712,transcription coregulator activity,198,29,17.07,3.2e-05,0.016005
GO:0042393,histone binding,142,27,12.25,3.3e-05,0.016005
GO:0002161,aminoacyl-tRNA editing activity,30,11,2.59,4.4e-05,0.017072
GO:0097367,carbohydrate derivative binding,6286,636,542.08,6.7e-05,0.0216633333333333
GO:0008144,drug binding,5841,590,503.71,0.00018,0.0498857142857143
GO:0003682,chromatin binding,262,41,22.59,0.00030,0.07275
GO:0004175,endopeptidase activity,740,75,63.82,0.00057,0.111109090909091
GO:0004386,helicase activity,450,71,38.81,0.00062,0.111109090909091
GO:0046914,transition metal ion binding,2247,236,193.77,0.00063,0.111109090909091
GO:0008276,protein methyltransferase activity,110,21,9.49,0.00072,0.112242857142857
GO:0140098,catalytic activity, acting on RNA,723,88,62.35,0.00077,0.112242857142857
GO:0102799,glucosinolate glucohydrolase activity,24,7,2.07,0.00081,0.112242857142857
GO:0005488,binding,20953,1875,1806.91,0.00101,0.127177777777778
GO:0036094,small molecule binding,7239,709,624.27,0.00106,0.127177777777778
GO:0097159,organic cyclic compound binding,14191,1329,1223.78,0.00112,0.127177777777778
GO:0005310,dicarboxylic acid transmembrane transpor...,39,8,3.36,0.00118,0.127177777777778
GO:1901363,heterocyclic compound binding,14148,1324,1220.07,0.00139,0.141926315789474
GO:0015440,peptide-transporting ATPase activity,14,5,1.21,0.00179,0.165361904761905
GO:0043168,anion binding,7186,707,619.7,0.00179,0.165361904761905
GO:0004532,exoribonuclease activity,68,12,5.86,0.00200,0.176363636363636
GO:0005199,structural constituent of cell wall,26,8,2.24,0.00219,0.184721739130435
GO:0008270,zinc ion binding,1108,137,95.55,0.00277,0.22116
GO:0102165,(Z)-3-hexen-1-ol acetyltransferase activ...,5,3,0.43,0.00285,0.22116
GO:0010327,acetyl CoA:(Z)-3-hexen-1-ol acetyltransf...,5,3,0.43,0.00311,0.232053846153846
GO:0019137,thioglucosidase activity,31,7,2.67,0.00416,0.298903703703704
GO:0015141,succinate transmembrane transporter acti...,9,4,0.78,0.00464,0.321485714285714
GO:0016984,ribulose-bisphosphate carboxylase activi...,14,6,1.21,0.00481,0.321772413793103
GO:0016875,ligase activity, forming carbon-oxygen b...,137,23,11.81,0.00538,0.347906666666667
GO:0001012,RNA polymerase II regulatory region DNA ...,287,27,24.75,0.00623,0.38496875
GO:0016772,transferase activity, transferring phosp...,3174,318,273.71,0.00635,0.38496875
GO:0033220,amide-transporting ATPase activity,14,5,1.21,0.00740,0.430794117647059
GO:0009884,cytokinin receptor activity,5,3,0.43,0.00755,0.430794117647059
GO:0140030,modification-dependent protein binding,100,16,8.62,0.00802,0.444537142857143
GO:0043682,copper-transporting ATPase activity,5,3,0.43,0.00854,0.460211111111111
GO:0016307,phosphatidylinositol phosphate kinase ac...,26,7,2.24,0.00914,0.479232432432432
GO:1901265,nucleoside phosphate binding,6792,677,585.72,0.00989,0.49594358974359
GO:0016278,lysine N-methyltransferase activity,69,15,5.95,0.00997,0.49594358974359
GO:0003916,DNA topoisomerase activity,23,6,1.98,0.01111,0.537468181818182
