GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0042579,microbody,325,42,25.3,0.0014,0.48
GO:1990904,ribonucleoprotein complex,1000,104,77.84,0.0029,0.48
GO:0030529,intracellular ribonucleoprotein complex,1000,104,77.84,0.0030,0.48
GO:0045298,tubulin complex,32,7,2.49,0.0073,0.678857142857143
GO:0005732,small nucleolar ribonucleoprotein comple...,48,11,3.74,0.0075,0.678857142857143
GO:0072588,box H/ACA RNP complex,6,3,0.47,0.0094,0.678857142857143
GO:0005829,cytosol,1614,157,125.63,0.0099,0.678857142857143
GO:0005576,extracellular region,799,80,62.19,0.0125,0.725333333333333
GO:0005622,intracellular,16633,1339,1294.64,0.0136,0.725333333333333
GO:0044452,nucleolar part,8,3,0.62,0.0212,1
GO:0005798,Golgi-associated vesicle,75,11,5.84,0.0272,1
GO:0044444,cytoplasmic part,10634,880,827.71,0.0290,1
GO:0030660,Golgi-associated vesicle membrane,48,8,3.74,0.0295,1
GO:0009573,chloroplast ribulose bisphosphate carbox...,9,3,0.7,0.0309,1
GO:0048492,ribulose bisphosphate carboxylase comple...,9,3,0.7,0.0316,1
GO:0005697,telomerase holoenzyme complex,9,3,0.7,0.0395,1
GO:0043228,non-membrane-bounded organelle,1988,177,154.74,0.0432,1
GO:0043232,intracellular non-membrane-bounded organ...,1988,177,154.74,0.0433,1
GO:0005665,DNA-directed RNA polymerase II, core com...,41,3,3.19,0.0502,1
GO:0010007,magnesium chelatase complex,5,2,0.39,0.0574,1
GO:0030140,trans-Golgi network transport vesicle,40,7,3.11,0.0580,1
GO:0005737,cytoplasm,11533,945,897.68,0.0606,1
GO:0044424,intracellular part,15645,1250,1217.74,0.0634,1
GO:0030312,external encapsulating structure,1165,105,90.68,0.0645,1
GO:0005730,nucleolus,667,65,51.92,0.0800,1
GO:0030130,clathrin coat of trans-Golgi network ves...,19,4,1.48,0.0826,1
GO:0000151,ubiquitin ligase complex,458,45,35.65,0.0868,1
GO:0033178,proton-transporting two-sector ATPase co...,60,8,4.67,0.0877,1
GO:0031967,organelle envelope,1445,126,112.47,0.1026,1
GO:0098589,membrane region,15,3,1.17,0.1048,1
GO:0009513,etioplast,7,2,0.54,0.1059,1
GO:0005905,clathrin-coated pit,15,3,1.17,0.1063,1
GO:0005840,ribosome,846,80,65.85,0.1071,1
GO:0005874,microtubule,110,11,8.56,0.1102,1
GO:0031975,envelope,1491,129,116.05,0.1109,1
GO:0099513,polymeric cytoskeletal fiber,115,11,8.95,0.1148,1
GO:0000786,nucleosome,78,9,6.07,0.1191,1
GO:0030133,transport vesicle,68,8,5.29,0.1194,1
GO:0048500,signal recognition particle,23,4,1.79,0.1203,1
GO:0032991,macromolecular complex,3349,278,260.67,0.1287,1
GO:0030132,clathrin coat of coated pit,15,3,1.17,0.1317,1
GO:1902494,catalytic complex,1186,97,92.31,0.1326,1
GO:0030964,NADH dehydrogenase complex,100,11,7.78,0.1333,1
GO:0000221,vacuolar proton-transporting V-type ATPa...,8,2,0.62,0.1390,1
GO:0016328,lateral plasma membrane,8,2,0.62,0.1410,1
GO:0005663,DNA replication factor C complex,9,2,0.7,0.1434,1
