GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0016817,hydrolase activity, acting on acid anhyd...,1584,216,150.67,4.1e-08,6.5559e-05
GO:0036094,small molecule binding,7282,817,692.68,2.1e-07,0.000167895
GO:0003723,RNA binding,1923,261,182.92,1.3e-06,0.0006929
GO:1901363,heterocyclic compound binding,13334,1390,1268.35,1.2e-05,0.0038376
GO:0097159,organic cyclic compound binding,13358,1392,1270.64,1.2e-05,0.0038376
GO:0008144,drug binding,4978,558,473.52,7.2e-05,0.019188
GO:0035251,UDP-glucosyltransferase activity,224,30,21.31,0.00018,0.039975
GO:0015562,efflux transmembrane transporter activit...,68,16,6.47,0.00020,0.039975
GO:0004518,nuclease activity,450,57,42.8,0.00026,0.039975
GO:0003950,NAD+ ADP-ribosyltransferase activity,28,9,2.66,0.00028,0.039975
GO:1901265,nucleoside phosphate binding,6608,750,628.57,0.00028,0.039975
GO:0097367,carbohydrate derivative binding,5354,589,509.28,0.00032,0.039975
GO:0016984,ribulose-bisphosphate carboxylase activi...,14,7,1.33,0.00034,0.039975
GO:0008276,protein methyltransferase activity,79,18,7.51,0.00035,0.039975
GO:0003916,DNA topoisomerase activity,28,9,2.66,0.00038,0.040508
GO:0005199,structural constituent of cell wall,29,10,2.76,0.00043,0.0423264705882353
GO:0008270,zinc ion binding,2408,291,229.05,0.00045,0.0423264705882353
GO:0003954,NADH dehydrogenase activity,51,11,4.85,0.00049,0.0435283333333333
GO:0140098,catalytic activity, acting on RNA,637,86,60.59,0.00091,0.0765836842105263
GO:0016307,phosphatidylinositol phosphate kinase ac...,29,9,2.76,0.00121,0.0967395
GO:0008536,Ran GTPase binding,66,12,6.28,0.00199,0.151524285714286
GO:0046914,transition metal ion binding,3481,380,331.12,0.00238,0.168937826086957
GO:0005524,ATP binding,4404,507,418.92,0.00243,0.168937826086957
GO:0004714,transmembrane receptor protein tyrosine ...,15,6,1.43,0.00262,0.1745575
GO:0005310,dicarboxylic acid transmembrane transpor...,35,8,3.33,0.00307,0.1963572
GO:0004488,methylenetetrahydrofolate dehydrogenase ...,10,4,0.95,0.00357,0.219555
GO:0000285,1-phosphatidylinositol-3-phosphate 5-kin...,6,5,0.57,0.00548,0.324537777777778
GO:0045156,electron transporter, transferring elect...,11,4,1.05,0.00598,0.341500714285714
GO:0016655,oxidoreductase activity, acting on NAD(P...,67,11,6.37,0.00636,0.34816935483871
GO:0019137,thioglucosidase activity,15,5,1.43,0.00662,0.34816935483871
GO:0001227,DNA-binding transcription repressor acti...,7,3,0.67,0.00675,0.34816935483871
GO:0008170,N-methyltransferase activity,94,20,8.94,0.00737,0.3682696875
GO:0005488,binding,20168,1975,1918.42,0.00811,0.392966363636364
GO:0004386,helicase activity,421,73,40.05,0.00896,0.413912571428571
GO:0016886,ligase activity, forming phosphoric este...,8,4,0.76,0.00906,0.413912571428571
GO:0043167,ion binding,11534,1179,1097.14,0.00936,0.41574
GO:0017056,structural constituent of nuclear pore,9,4,0.86,0.01006,0.4309305
