GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0044710,single-organism metabolic process,5875,627,520.29,2.3e-06,0.0063825
GO:0019759,glycosinolate catabolic process,35,13,3.1,1.7e-05,0.0235875
GO:0045454,cell redox homeostasis,250,41,22.14,7.6e-05,0.0703
GO:0050896,response to stimulus,8683,854,768.97,0.00018,0.124875
GO:0010025,wax biosynthetic process,36,11,3.19,0.00032,0.158931818181818
GO:0009718,anthocyanin-containing compound biosynth...,29,10,2.57,0.00044,0.158931818181818
GO:0071365,cellular response to auxin stimulus,65,14,5.76,0.00050,0.158931818181818
GO:0044699,single-organism process,13521,1287,1197.42,0.00051,0.158931818181818
GO:0006790,sulfur compound metabolic process,317,46,28.07,0.00054,0.158931818181818
GO:0010166,wax metabolic process,39,11,3.45,0.00059,0.158931818181818
GO:0009061,anaerobic respiration,29,8,2.57,0.00063,0.158931818181818
GO:0006950,response to stress,4457,483,394.71,0.00072,0.1665
GO:0019757,glycosinolate metabolic process,116,24,10.27,0.00080,0.170769230769231
GO:0006997,nucleus organization,47,11,4.16,0.00105,0.208125
GO:0050994,regulation of lipid catabolic process,16,6,1.42,0.00115,0.208941176470588
GO:0044273,sulfur compound catabolic process,52,13,4.61,0.00128,0.208941176470588
GO:0015949,nucleobase-containing small molecule int...,12,6,1.06,0.00128,0.208941176470588
GO:1901564,organonitrogen compound metabolic proces...,2786,288,246.73,0.00136,0.209666666666667
GO:0009120,deoxyribonucleoside metabolic process,12,6,1.06,0.00154,0.2150625
GO:0006714,sesquiterpenoid metabolic process,14,6,1.24,0.00155,0.2150625
GO:0009124,nucleoside monophosphate biosynthetic pr...,240,35,21.25,0.00172,0.227285714285714
GO:0044765,single-organism transport,1247,133,110.43,0.00197,0.2335625
GO:0009145,purine nucleoside triphosphate biosynthe...,214,30,18.95,0.00202,0.2335625
GO:0009201,ribonucleoside triphosphate biosynthetic...,214,30,18.95,0.00202,0.2335625
GO:0009156,ribonucleoside monophosphate biosyntheti...,236,34,20.9,0.00248,0.27528
GO:0009206,purine ribonucleoside triphosphate biosy...,214,30,18.95,0.00286,0.30525
GO:0016106,sesquiterpenoid biosynthetic process,13,6,1.15,0.00301,0.309361111111111
GO:0006753,nucleoside phosphate metabolic process,587,64,51.98,0.00320,0.315775862068966
GO:0009813,flavonoid biosynthetic process,120,21,10.63,0.00330,0.315775862068966
GO:0009152,purine ribonucleotide biosynthetic proce...,253,36,22.41,0.00352,0.3256
GO:0051640,organelle localization,42,8,3.72,0.00366,0.327629032258065
GO:0009734,auxin-activated signaling pathway,65,14,5.76,0.00378,0.327796875
GO:0030497,fatty acid elongation,16,6,1.42,0.00404,0.339727272727273
GO:0046390,ribose phosphate biosynthetic process,268,37,23.73,0.00420,0.342794117647059
GO:0006213,pyrimidine nucleoside metabolic process,40,11,3.54,0.00448,0.3552
GO:0019693,ribose phosphate metabolic process,494,55,43.75,0.00494,0.361426829268293
GO:0010218,response to far red light,85,12,7.53,0.00501,0.361426829268293
GO:0009168,purine ribonucleoside monophosphate bios...,225,32,19.93,0.00502,0.361426829268293
GO:0019762,glucosinolate catabolic process,35,13,3.1,0.00529,0.361426829268293
GO:0055086,nucleobase-containing small molecule met...,640,77,56.68,0.00531,0.361426829268293
GO:0040031,snRNA modification,6,3,0.53,0.00534,0.361426829268293
GO:0009628,response to abiotic stimulus,3099,339,274.45,0.00585,0.386517857142857
GO:0072522,purine-containing compound biosynthetic ...,280,39,24.8,0.00655,0.421295454545455
GO:0009821,alkaloid biosynthetic process,25,7,2.21,0.00668,0.421295454545455
GO:0009894,regulation of catabolic process,34,8,3.01,0.00702,0.4329
GO:0009260,ribonucleotide biosynthetic process,266,37,23.56,0.00735,0.442265625
GO:0051304,chromosome separation,22,5,1.95,0.00763,0.442265625
GO:0009127,purine nucleoside monophosphate biosynth...,225,32,19.93,0.00765,0.442265625
GO:0033045,regulation of sister chromatid segregati...,19,5,1.68,0.00802,0.45419387755102
GO:0010114,response to red light,115,14,10.18,0.00854,0.470661764705882
GO:0006402,mRNA catabolic process,38,7,3.37,0.00865,0.470661764705882
GO:0046129,purine ribonucleoside biosynthetic proce...,235,33,20.81,0.00943,0.501070754716981
GO:0051761,sesquiterpene metabolic process,11,5,0.97,0.00957,0.501070754716981
GO:0031120,snRNA pseudouridine synthesis,6,3,0.53,0.00988,0.507722222222222
GO:0055085,transmembrane transport,1302,133,115.3,0.01045,0.5101375
GO:0070647,protein modification by small protein co...,271,32,24,0.01069,0.5101375
GO:0019748,secondary metabolic process,471,66,41.71,0.01069,0.5101375
GO:0019725,cellular homeostasis,419,53,37.11,0.01081,0.5101375
GO:0009820,alkaloid metabolic process,25,7,2.21,0.01094,0.5101375
GO:0010876,lipid localization,202,24,17.89,0.01103,0.5101375
GO:0009163,nucleoside biosynthetic process,243,34,21.52,0.01212,0.551360655737705
GO:0008152,metabolic process,17214,1588,1524.47,0.01303,0.572503846153846
GO:0006164,purine nucleotide biosynthetic process,267,37,23.65,0.01315,0.572503846153846
GO:0032880,regulation of protein localization,14,4,1.24,0.01333,0.572503846153846
GO:1901293,nucleoside phosphate biosynthetic proces...,333,43,29.49,0.01341,0.572503846153846
GO:0009812,flavonoid metabolic process,143,21,12.66,0.01430,0.60125
GO:0042455,ribonucleoside biosynthetic process,243,34,21.52,0.01471,0.609257462686567
GO:0055114,oxidation-reduction process,2494,292,220.87,0.01538,0.627639705882353
GO:0051985,negative regulation of chromosome segreg...,10,3,0.89,0.01611,0.645782142857143
GO:0042964,thioredoxin biosynthetic process,7,3,0.62,0.01629,0.645782142857143
GO:0065008,regulation of biological quality,928,99,82.18,0.01703,0.665609154929577
GO:0007094,mitotic spindle assembly checkpoint,10,3,0.89,0.01789,0.680065068493151
GO:0071174,mitotic spindle checkpoint,10,3,0.89,0.01789,0.680065068493151
GO:0006560,proline metabolic process,23,6,2.04,0.01821,0.682875
GO:0051205,protein insertion into membrane,18,4,1.59,0.01931,0.697353896103896
GO:0018958,phenol-containing compound metabolic pro...,7,3,0.62,0.01932,0.697353896103896
GO:0034285,response to disaccharide,157,24,13.9,0.01935,0.697353896103896
GO:0016098,monoterpenoid metabolic process,6,3,0.53,0.01983,0.699558139534884
GO:0080056,petal vascular tissue pattern formation,7,3,0.62,0.02019,0.699558139534884
GO:0080057,sepal vascular tissue pattern formation,7,3,0.62,0.02019,0.699558139534884
GO:0051983,regulation of chromosome segregation,19,5,1.68,0.02095,0.699558139534884
GO:0009793,embryo development ending in seed dorman...,819,76,72.53,0.02114,0.699558139534884
GO:0046189,phenol-containing compound biosynthetic ...,7,3,0.62,0.02130,0.699558139534884
