GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0034641,cellular nitrogen compound metabolic pro...,8522,753,662.2,1.9e-07,0.00070471
GO:0034645,cellular macromolecule biosynthetic proc...,5944,507,461.87,2.1e-06,0.00389445
GO:0009116,nucleoside metabolic process,137,26,10.65,1.5e-05,0.018545
GO:0006518,peptide metabolic process,1409,148,109.49,2.2e-05,0.0203995
GO:0043933,protein-containing complex subunit organ...,777,92,60.38,3.2e-05,0.0237376
GO:0051783,regulation of nuclear division,55,12,4.27,5.3e-05,0.0307317142857143
GO:0051156,glucose 6-phosphate metabolic process,54,13,4.2,5.8e-05,0.0307317142857143
GO:0034728,nucleosome organization,100,21,7.77,0.00011,0.05099875
GO:0071806,protein transmembrane transport,111,18,8.63,0.00020,0.0770330769230769
GO:0006412,translation,1261,131,97.98,0.00023,0.0770330769230769
GO:0007275,multicellular organism development,3916,331,304.29,0.00024,0.0770330769230769
GO:0098727,maintenance of cell number,76,16,5.91,0.00027,0.0770330769230769
GO:0019827,stem cell population maintenance,76,16,5.91,0.00027,0.0770330769230769
GO:0065003,protein-containing complex assembly,690,86,53.62,0.00031,0.0821278571428571
GO:1900424,regulation of defense response to bacter...,39,10,3.03,0.00040,0.0989066666666667
GO:0072594,establishment of protein localization to...,275,31,21.37,0.00049,0.11127
GO:0031497,chromatin assembly,100,21,7.77,0.00051,0.11127
GO:0006753,nucleoside phosphate metabolic process,617,63,47.94,0.00061,0.124170869565217
GO:1903321,negative regulation of protein modificat...,7,4,0.54,0.00071,0.124170869565217
GO:0006839,mitochondrial transport,128,19,9.95,0.00074,0.124170869565217
GO:0006333,chromatin assembly or disassembly,119,22,9.25,0.00076,0.124170869565217
GO:0009157,deoxyribonucleoside monophosphate biosyn...,13,6,1.01,0.00077,0.124170869565217
GO:0019682,glyceraldehyde-3-phosphate metabolic pro...,69,13,5.36,0.00077,0.124170869565217
GO:0051438,regulation of ubiquitin-protein transfer...,15,5,1.17,0.00084,0.126106
GO:0019693,ribose phosphate metabolic process,475,51,36.91,0.00085,0.126106
GO:0033048,negative regulation of mitotic sister ch...,15,5,1.17,0.00095,0.135113571428571
GO:0006098,pentose-phosphate shunt,53,13,4.12,0.00102,0.135113571428571
GO:0031397,negative regulation of protein ubiquitin...,7,4,0.54,0.00102,0.135113571428571
GO:0030497,fatty acid elongation,20,5,1.55,0.00106,0.135570344827586
GO:0051726,regulation of cell cycle,321,40,24.94,0.00116,0.1402465625
GO:0009162,deoxyribonucleoside monophosphate metabo...,13,6,1.01,0.00118,0.1402465625
GO:0033046,negative regulation of sister chromatid ...,15,5,1.17,0.00121,0.1402465625
GO:0044085,cellular component biogenesis,1677,166,130.31,0.00133,0.14836
GO:0006139,nucleobase-containing compound metabolic...,6939,588,539.19,0.00136,0.14836
GO:1901135,carbohydrate derivative metabolic proces...,1171,118,90.99,0.00154,0.163196
GO:1901657,glycosyl compound metabolic process,326,47,25.33,0.00200,0.198764358974359
GO:1900864,mitochondrial RNA modification,47,12,3.65,0.00204,0.198764358974359
GO:0022613,ribonucleoprotein complex biogenesis,572,74,44.45,0.00207,0.198764358974359
GO:0010467,gene expression,6377,546,495.52,0.00209,0.198764358974359
GO:0045490,pectin catabolic process,173,19,13.44,0.00216,0.200286
GO:0010073,meristem maintenance,162,24,12.59,0.00228,0.206256585365854
GO:1903320,regulation of protein modification by sm...,16,5,1.24,0.00259,0.226852790697674
GO:0015918,sterol transport,5,3,0.39,0.00263,0.226852790697674
GO:0009451,RNA modification,349,40,27.12,0.00281,0.236870227272727
GO:0070407,oxidation-dependent protein catabolic pr...,9,4,0.7,0.00300,0.247266666666667
GO:0022607,cellular component assembly,995,104,77.32,0.00325,0.261997446808511
GO:0048193,Golgi vesicle transport,181,17,14.06,0.00332,0.261997446808511
GO:0051784,negative regulation of nuclear division,22,6,1.71,0.00358,0.276629583333333
GO:0006605,protein targeting,241,30,18.73,0.00379,0.286879795918367
GO:0007088,regulation of mitotic nuclear division,34,9,2.64,0.00398,0.2952364
GO:0048465,corolla development,26,6,2.02,0.00410,0.295346296296296
GO:0043604,amide biosynthetic process,1383,140,107.46,0.00418,0.295346296296296
GO:0006275,regulation of DNA replication,57,11,4.43,0.00429,0.295346296296296
GO:0009051,pentose-phosphate shunt, oxidative branc...,11,6,0.85,0.00430,0.295346296296296
GO:0009120,deoxyribonucleoside metabolic process,5,4,0.39,0.00462,0.309083333333333
GO:0043086,negative regulation of catalytic activit...,296,30,23,0.00467,0.309083333333333
GO:0051985,negative regulation of chromosome segreg...,15,5,1.17,0.00490,0.309083333333333
GO:0000959,mitochondrial RNA metabolic process,64,12,4.97,0.00490,0.309083333333333
GO:0044092,negative regulation of molecular functio...,315,31,24.48,0.00498,0.309083333333333
GO:0006886,intracellular protein transport,642,54,49.89,0.00500,0.309083333333333
GO:1900426,positive regulation of defense response ...,21,6,1.63,0.00523,0.318001147540984
GO:0055086,nucleobase-containing small molecule met...,813,85,63.17,0.00545,0.326033064516129
GO:0031396,regulation of protein ubiquitination,16,5,1.24,0.00569,0.33498746031746
GO:0006081,cellular aldehyde metabolic process,131,19,10.18,0.00585,0.33902578125
GO:1901566,organonitrogen compound biosynthetic pro...,2620,231,203.58,0.00600,0.342369230769231
GO:0006739,NADP metabolic process,67,13,5.21,0.00620,0.348421212121212
GO:0009059,macromolecule biosynthetic process,6065,511,471.28,0.00662,0.365991029411765
GO:0006323,DNA packaging,117,21,9.09,0.00671,0.365991029411765
GO:0034613,cellular protein localization,749,60,58.2,0.00703,0.377887971014493
GO:0042793,plastid transcription,11,4,0.85,0.00731,0.381717916666667
GO:0046125,pyrimidine deoxyribonucleoside metabolic...,5,4,0.39,0.00735,0.381717916666667
GO:0071824,protein-DNA complex subunit organization,141,26,10.96,0.00741,0.381717916666667
GO:0010229,inflorescence development,41,8,3.19,0.00801,0.406973835616438
GO:0048441,petal development,26,6,2.02,0.00839,0.414251948051948
GO:0007113,endomitotic cell cycle,5,3,0.39,0.00840,0.414251948051948
GO:0006723,cuticle hydrocarbon biosynthetic process,6,3,0.47,0.00857,0.414251948051948
GO:0032446,protein modification by small protein co...,724,57,56.26,0.00860,0.414251948051948
GO:0006949,syncytium formation,24,6,1.86,0.00881,0.414944375
GO:0000398,mRNA splicing, via spliceosome,201,29,15.62,0.00889,0.414944375
GO:0009052,pentose-phosphate shunt, non-oxidative b...,9,4,0.7,0.00895,0.414944375
GO:0043090,amino acid import,12,3,0.93,0.00919,0.416717058823529
GO:0043043,peptide biosynthetic process,1275,132,99.07,0.00936,0.416717058823529
GO:0000075,cell cycle checkpoint,39,8,3.03,0.00939,0.416717058823529
GO:0002833,positive regulation of response to bioti...,25,6,1.94,0.00952,0.416717058823529
GO:0006119,oxidative phosphorylation,48,8,3.73,0.00955,0.416717058823529
GO:0051444,negative regulation of ubiquitin-protein...,7,4,0.54,0.00985,0.42480988372093
GO:0016071,mRNA metabolic process,585,63,45.46,0.01081,0.456038409090909
GO:0043902,positive regulation of multi-organism pr...,28,6,2.18,0.01082,0.456038409090909
GO:0008380,RNA splicing,325,44,25.25,0.01096,0.456748764044944
GO:0018107,peptidyl-threonine phosphorylation,25,5,1.94,0.01165,0.480109444444444
GO:0009853,photorespiration,81,15,6.29,0.01259,0.513146263736264
GO:0009561,megagametogenesis,109,16,8.47,0.01296,0.522485217391304
GO:0008361,regulation of cell size,90,11,6.99,0.01312,0.523248172043011
GO:0010225,response to UV-C,13,5,1.01,0.01353,0.533859255319149
GO:0006725,cellular aromatic compound metabolic pro...,7619,629,592.03,0.01391,0.540123125
GO:0046483,heterocycle metabolic process,7401,612,575.09,0.01398,0.540123125
GO:0045786,negative regulation of cell cycle,82,13,6.37,0.01447,0.553291030927835
GO:0031349,positive regulation of defense response,122,16,9.48,0.01469,0.555971530612245
GO:0018023,peptidyl-lysine trimethylation,7,3,0.54,0.01489,0.557848585858586
GO:0034622,cellular protein-containing complex asse...,620,83,48.18,0.01532,0.562960099009901
GO:0009791,post-embryonic development,2349,209,182.53,0.01533,0.562960099009901
GO:0009411,response to UV,165,21,12.82,0.01560,0.563414761904762
GO:0042545,cell wall modification,245,23,19.04,0.01582,0.563414761904762
GO:0060771,phyllotactic patterning,5,2,0.39,0.01587,0.563414761904762
GO:0010228,vegetative to reproductive phase transit...,287,34,22.3,0.01595,0.563414761904762
GO:0051707,response to other organism,1347,108,104.67,0.01640,0.56952214953271
GO:0016572,histone phosphorylation,10,3,0.78,0.01643,0.56952214953271
GO:0016099,monoterpenoid biosynthetic process,5,2,0.39,0.01659,0.569743611111111
GO:0009163,nucleoside biosynthetic process,61,11,4.74,0.01959,0.666599174311927
GO:0032103,positive regulation of response to exter...,31,6,2.41,0.02010,0.677735454545455
GO:1901360,organic cyclic compound metabolic proces...,7772,637,603.92,0.02032,0.678980900900901
GO:0043207,response to external biotic stimulus,1348,109,104.75,0.02060,0.682191071428571
GO:1990542,mitochondrial transmembrane transport,50,8,3.89,0.02138,0.683252975206612
GO:0051085,chaperone cofactor-dependent protein ref...,18,5,1.4,0.02143,0.683252975206612
GO:0030091,protein repair,39,7,3.03,0.02151,0.683252975206612
GO:0019673,GDP-mannose metabolic process,15,4,1.17,0.02197,0.683252975206612
GO:0003333,amino acid transmembrane transport,64,5,4.97,0.02199,0.683252975206612
GO:0080156,mitochondrial mRNA modification,40,11,3.11,0.02202,0.683252975206612
GO:0080121,AMP transport,5,2,0.39,0.02202,0.683252975206612
GO:0015866,ADP transport,15,3,1.17,0.02220,0.683252975206612
GO:0009266,response to temperature stimulus,774,76,60.14,0.02229,0.683252975206612
GO:0018210,peptidyl-threonine modification,25,5,1.94,0.02269,0.689813196721311
GO:0010821,regulation of mitochondrion organization,7,3,0.54,0.02351,0.70893162601626
GO:0042451,purine nucleoside biosynthetic process,26,6,2.02,0.02394,0.71331488
