GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0003824,catalytic activity,15704,1412,1178.52,4.2e-19,5.5104e-16
GO:0046906,tetrapyrrole binding,626,102,46.98,4.3e-17,2.8208e-14
GO:0016491,oxidoreductase activity,2703,334,202.85,6.0e-11,2.624e-08
GO:0009055,electron carrier activity,830,115,62.29,1.4e-10,4.592e-08
GO:0005506,iron ion binding,620,89,46.53,3.4e-10,8.9216e-08
GO:0016209,antioxidant activity,215,42,16.13,9.4e-09,2.05546666666667e-06
GO:0048037,cofactor binding,859,102,64.46,1.3e-07,2.43657142857143e-05
GO:0019825,oxygen binding,379,54,28.44,6.1e-07,0.00010004
GO:0005215,transporter activity,2279,229,171.03,3.2e-06,0.000466488888888889
GO:0019137,thioglucosidase activity,17,10,1.28,4.6e-06,0.00060352
GO:0016798,hydrolase activity, acting on glycosyl b...,652,81,48.93,5.2e-06,0.000620218181818182
GO:0043167,ion binding,5278,440,396.09,2.1e-05,0.002296
GO:0016829,lyase activity,629,86,47.2,5.1e-05,0.00514707692307692
GO:0015926,glucosidase activity,39,14,2.93,7.4e-05,0.00693485714285714
GO:0016168,chlorophyll binding,46,18,3.45,8.9e-05,0.00778453333333333
GO:0010181,FMN binding,72,15,5.4,0.00020,0.0164
GO:0016903,oxidoreductase activity, acting on the a...,129,30,9.68,0.00031,0.0239247058823529
GO:0016746,transferase activity, transferring acyl ...,478,63,35.87,0.00033,0.0240533333333333
GO:0003727,single-stranded RNA binding,58,11,4.35,0.00036,0.0248589473684211
GO:0008061,chitin binding,28,8,2.1,0.00047,0.0299885714285714
GO:0009881,photoreceptor activity,16,5,1.2,0.00048,0.0299885714285714
GO:0070008,serine-type exopeptidase activity,74,12,5.55,0.00069,0.0411490909090909
GO:0098599,palmitoyl hydrolase activity,7,4,0.53,0.00102,0.058184347826087
GO:0016713,oxidoreductase activity, acting on paire...,20,8,1.5,0.00116,0.0634133333333333
GO:0004096,catalase activity,9,6,0.68,0.00143,0.0750464
GO:0008238,exopeptidase activity,132,15,9.91,0.00172,0.0867938461538462
GO:0004568,chitinase activity,35,11,2.63,0.00180,0.0874666666666667
GO:0015036,disulfide oxidoreductase activity,159,23,11.93,0.00194,0.0882206896551724
GO:0015116,sulfate transmembrane transporter activi...,26,7,1.95,0.00195,0.0882206896551724
GO:0016722,oxidoreductase activity, oxidizing metal...,13,6,0.98,0.00273,0.119392
GO:0016684,oxidoreductase activity, acting on perox...,168,33,12.61,0.00354,0.14842
GO:0043565,sequence-specific DNA binding,876,67,65.74,0.00362,0.14842
GO:0004148,dihydrolipoyl dehydrogenase activity,9,3,0.68,0.00387,0.153861818181818
GO:0008289,lipid binding,340,37,25.52,0.00576,0.215386666666667
GO:0015645,fatty acid ligase activity,19,6,1.43,0.00582,0.215386666666667
GO:0008453,alanine-glyoxylate transaminase activity,14,6,1.05,0.00591,0.215386666666667
GO:0050897,cobalt ion binding,97,15,7.28,0.00666,0.23616
GO:0050660,flavin adenine dinucleotide binding,252,28,18.91,0.00888,0.306593684210526
GO:0016887,ATPase activity,938,75,70.39,0.01011,0.340110769230769
GO:0019202,amino acid kinase activity,19,5,1.43,0.01078,0.353584
GO:0015370,solute:sodium symporter activity,17,6,1.28,0.01122,0.35904
GO:0008474,palmitoyl-(protein) hydrolase activity,7,4,0.53,0.01217,0.380167619047619
GO:0016721,oxidoreductase activity, acting on super...,17,6,1.28,0.01280,0.38048
GO:0009882,blue light photoreceptor activity,8,5,0.6,0.01282,0.38048
GO:0016815,hydrolase activity, acting on carbon-nit...,6,3,0.45,0.01323,0.38048
GO:0016653,oxidoreductase activity, acting on NAD(P...,14,4,1.05,0.01363,0.38048
GO:0018822,nitrile hydratase activity,5,3,0.38,0.01363,0.38048
GO:0080046,quercetin 4'-O-glucosyltransferase activ...,10,4,0.75,0.01411,0.385673333333333
GO:0003993,acid phosphatase activity,88,13,6.6,0.01734,0.464287346938776
GO:0004575,sucrose alpha-glucosidase activity,8,4,0.6,0.02001,0.49856
GO:0080016,(-)-E-beta-caryophyllene synthase activi...,8,4,0.6,0.02025,0.49856
GO:0080017,alpha-humulene synthase activity,8,4,0.6,0.02025,0.49856
GO:0050403,trans-zeatin O-beta-D-glucosyltransferas...,11,4,0.83,0.02055,0.49856
