GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0006139,nucleobase-containing compound metabolic...,7129,752,601.92,3.2e-08,6.3011e-05
GO:0051276,chromosome organization,1152,163,97.27,3.8e-08,6.3011e-05
GO:0046483,heterocycle metabolic process,7771,800,656.12,3.9e-08,6.3011e-05
GO:0034641,cellular nitrogen compound metabolic pro...,8877,898,749.5,1.5e-07,0.0001817625
GO:0006725,cellular aromatic compound metabolic pro...,8130,825,686.43,3.2e-07,0.000310208
GO:0006325,chromatin organization,696,104,58.76,6.9e-07,0.000557405
GO:0044238,primary metabolic process,16364,1516,1381.65,1.2e-06,0.000830914285714286
GO:0040029,regulation of gene expression, epigeneti...,354,60,29.89,2.5e-06,0.0015146875
GO:0006807,nitrogen compound metabolic process,13978,1316,1180.19,5.0e-06,0.00269277777777778
GO:0016458,gene silencing,431,65,36.39,7.6e-06,0.00368372
GO:0018205,peptidyl-lysine modification,265,46,22.37,9.9e-06,0.0043623
GO:0043170,macromolecule metabolic process,12605,1216,1064.27,1.9e-05,0.00767441666666667
GO:0017038,protein import,242,38,20.43,3.9e-05,0.014541
GO:0060968,regulation of gene silencing,141,27,11.9,4.7e-05,0.0151872666666667
GO:1901360,organic cyclic compound metabolic proces...,8367,835,706.44,4.7e-05,0.0151872666666667
GO:0033365,protein localization to organelle,570,68,48.13,5.2e-05,0.01575275
GO:0071323,cellular response to chitin,11,6,0.93,6.6e-05,0.0183108888888889
GO:0071704,organic substance metabolic process,17925,1627,1513.45,6.8e-05,0.0183108888888889
GO:0090304,nucleic acid metabolic process,6199,663,523.4,8.9e-05,0.02205385
GO:0008213,protein alkylation,189,34,15.96,9.1e-05,0.02205385
GO:0140053,mitochondrial gene expression,88,21,7.43,0.00012,0.0276971428571429
GO:0019372,lipoxygenase pathway,23,8,1.94,0.00014,0.0295034782608696
GO:0006690,icosanoid metabolic process,32,10,2.7,0.00014,0.0295034782608696
GO:0071840,cellular component organization or bioge...,6631,633,559.87,0.00016,0.0305181481481481
GO:0032259,methylation,404,58,34.11,0.00017,0.0305181481481481
GO:0006396,RNA processing,1604,204,135.43,0.00017,0.0305181481481481
GO:2000011,regulation of adaxial/abaxial pattern fo...,8,5,0.68,0.00017,0.0305181481481481
GO:0009451,RNA modification,499,74,42.13,0.00018,0.0311592857142857
GO:0008152,metabolic process,19442,1722,1641.53,0.00021,0.033929
GO:0048507,meristem development,597,80,50.41,0.00021,0.033929
GO:0051128,regulation of cellular component organiz...,928,110,78.35,0.00022,0.034398064516129
GO:0022402,cell cycle process,933,112,78.78,0.00024,0.0363525
GO:0032543,mitochondrial translation,52,14,4.39,0.00029,0.0425948484848485
GO:0070920,regulation of production of small RNA in...,16,7,1.35,0.00031,0.0430844444444444
GO:0010336,gibberellic acid homeostasis,13,5,1.1,0.00032,0.0430844444444444
GO:0043414,macromolecule methylation,364,54,30.73,0.00032,0.0430844444444444
GO:0016570,histone modification,344,51,29.04,0.00033,0.04323
GO:0043473,pigmentation,13,6,1.1,0.00037,0.045984358974359
GO:0022613,ribonucleoprotein complex biogenesis,920,109,77.68,0.00037,0.045984358974359
GO:0007059,chromosome segregation,256,39,21.61,0.00038,0.0460465
GO:0000959,mitochondrial RNA metabolic process,110,24,9.29,0.00040,0.0472878048780488
GO:0007049,cell cycle,1309,148,110.52,0.00043,0.0496240476190476
GO:0019676,ammonia assimilation cycle,7,4,0.59,0.00047,0.0529788372093023
GO:0009892,negative regulation of metabolic process,1502,169,126.82,0.00053,0.0570868888888889
GO:0009791,post-embryonic development,3289,336,277.7,0.00053,0.0570868888888889
GO:0009250,glucan biosynthetic process,260,29,21.95,0.00090,0.0948326086956522
GO:0000187,activation of MAPK activity,23,7,1.94,0.00092,0.0948774468085106
GO:0043480,pigment accumulation in tissues,10,5,0.84,0.00102,0.101885918367347
GO:0030258,lipid modification,261,35,22.04,0.00103,0.101885918367347
GO:0000958,mitochondrial mRNA catabolic process,6,4,0.51,0.00107,0.1037258
GO:0000003,reproduction,3669,359,309.78,0.00119,0.113096666666667
GO:0043476,pigment accumulation,12,5,1.01,0.00127,0.118378653846154
GO:0033554,cellular response to stress,2284,213,192.84,0.00138,0.126204905660377
GO:0006606,protein import into nucleus,90,17,7.6,0.00142,0.127458148148148
GO:0044237,cellular metabolic process,17685,1588,1493.18,0.00149,0.131309636363636
GO:0043478,pigment accumulation in response to UV l...,10,5,0.84,0.00160,0.138485714285714
GO:0080027,response to herbivore,79,14,6.67,0.00164,0.138724482758621
GO:0022414,reproductive process,3654,356,308.52,0.00166,0.138724482758621
GO:0046488,phosphatidylinositol metabolic process,166,18,14.02,0.00190,0.156089830508475
GO:0044403,symbiont process,291,19,24.57,0.00211,0.166182857142857
GO:0043038,amino acid activation,142,23,11.99,0.00214,0.166182857142857
GO:0051129,negative regulation of cellular componen...,237,36,20.01,0.00215,0.166182857142857
GO:0031056,regulation of histone modification,83,20,7.01,0.00216,0.166182857142857
GO:0009894,regulation of catabolic process,218,31,18.41,0.00227,0.17191703125
GO:0072594,establishment of protein localization to...,482,57,40.7,0.00245,0.182694615384615
GO:0071902,positive regulation of protein serine/th...,28,8,2.36,0.00263,0.190262835820896
GO:0009938,negative regulation of gibberellic acid ...,25,7,2.11,0.00263,0.190262835820896
GO:0048508,embryonic meristem development,83,17,7.01,0.00278,0.198094782608696
GO:0090332,stomatal closure,108,17,9.12,0.00282,0.198094782608696
GO:0009987,cellular process,23961,2075,2023.08,0.00305,0.211190714285714
GO:0016043,cellular component organization,6042,575,510.14,0.00335,0.228696478873239
GO:0016569,covalent chromatin modification,359,53,30.31,0.00342,0.2302325
