GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0009536,plastid,4228,540,353.63,6.7e-26,5.695e-23
GO:0044435,plastid part,2354,335,196.89,7.3e-20,3.1025e-17
GO:0009579,thylakoid,842,147,70.42,1.4e-17,3.96666666666667e-15
GO:0044436,thylakoid part,657,117,54.95,7.4e-15,1.5725e-12
GO:0044444,cytoplasmic part,15152,1440,1267.31,8.4e-14,1.428e-11
GO:0034357,photosynthetic membrane,626,113,52.36,3.9e-13,5.525e-11
GO:0005737,cytoplasm,18348,1671,1534.62,3.9e-10,4.73571428571429e-08
GO:0031976,plastid thylakoid,723,126,60.47,2.3e-08,2.44375e-06
GO:0009521,photosystem,128,36,10.71,1.4e-07,1.32222222222222e-05
GO:0005773,vacuole,2201,246,184.09,2.9e-06,0.0002465
GO:0005774,vacuolar membrane,1340,152,112.08,3.2e-06,0.000247272727272727
GO:0048046,apoplast,1048,140,87.65,7.2e-06,0.00051
GO:0031984,organelle subcompartment,3201,331,267.73,1.6e-05,0.00104615384615385
GO:0030312,external encapsulating structure,1588,180,132.82,2.4e-05,0.00145714285714286
GO:0016020,membrane,13694,1241,1145.36,5.2e-05,0.00294666666666667
GO:0009526,plastid envelope,1209,173,101.12,7.3e-05,0.003878125
GO:0009507,chloroplast,4146,539,346.77,0.00016,0.008
GO:0009535,chloroplast thylakoid membrane,608,112,50.85,0.00032,0.0151111111111111
GO:0005576,extracellular region,2974,298,248.74,0.00046,0.0205789473684211
GO:0055035,plastid thylakoid membrane,610,112,51.02,0.00051,0.021675
GO:0030076,light-harvesting complex,10,5,0.84,0.00076,0.0307619047619048
GO:0044437,vacuolar part,1351,154,113,0.00086,0.0321521739130435
GO:0009898,cytoplasmic side of plasma membrane,45,10,3.76,0.00087,0.0321521739130435
GO:0009534,chloroplast thylakoid,721,126,60.3,0.00126,0.044625
GO:0098796,membrane protein complex,1020,104,85.31,0.00225,0.0765
GO:0042406,extrinsic component of endoplasmic retic...,8,4,0.67,0.00254,0.0818518518518518
GO:0033176,proton-transporting V-type ATPase comple...,64,14,5.35,0.00260,0.0818518518518518
GO:0098807,chloroplast thylakoid membrane protein c...,36,11,3.01,0.00276,0.0837857142857143
GO:0009986,cell surface,37,9,3.09,0.00301,0.0852833333333333
GO:0000325,plant-type vacuole,437,66,36.55,0.00301,0.0852833333333333
GO:0031351,integral component of plastid membrane,34,6,2.84,0.00369,0.101177419354839
GO:0016021,integral component of membrane,8192,710,685.18,0.00385,0.102265625
GO:0031967,organelle envelope,2133,212,178.4,0.00437,0.112560606060606
GO:0044798,nuclear transcription factor complex,170,17,14.22,0.00599,0.145471428571429
GO:0031975,envelope,2133,212,178.4,0.00599,0.145471428571429
GO:0071944,cell periphery,7905,718,661.17,0.00813,0.191958333333333
GO:0044434,chloroplast part,2338,330,195.55,0.00866,0.198945945945946
GO:0098552,side of membrane,83,14,6.94,0.01002,0.224131578947368
GO:0009522,photosystem I,63,24,5.27,0.01120,0.244102564102564
GO:0009654,photosystem II oxygen evolving complex,30,8,2.51,0.01788,0.374207317073171
GO:0005853,eukaryotic translation elongation factor...,12,4,1,0.01805,0.374207317073171
GO:0099086,synaptonemal structure,6,2,0.5,0.01917,0.387964285714286
GO:0015935,small ribosomal subunit,237,24,19.82,0.02067,0.408593023255814
GO:0005615,extracellular space,353,32,29.52,0.02149,0.415147727272727
GO:0016471,vacuolar proton-transporting V-type ATPa...,32,8,2.68,0.02233,0.421788888888889
GO:0019898,extrinsic component of membrane,137,19,11.46,0.02343,0.432945652173913
GO:0019897,extrinsic component of plasma membrane,38,7,3.18,0.02424,0.438382978723404
GO:0033180,proton-transporting V-type ATPase, V1 do...,19,6,1.59,0.02665,0.471927083333333
GO:0016602,CCAAT-binding factor complex,25,6,2.09,0.02844,0.482833333333333
GO:0000798,nuclear cohesin complex,7,2,0.59,0.02890,0.482833333333333
GO:0009346,citrate lyase complex,8,3,0.67,0.02897,0.482833333333333
GO:0005782,peroxisomal matrix,8,2,0.67,0.03535,0.577836538461538
GO:0008023,transcription elongation factor complex,37,6,3.09,0.03773,0.605103773584906
GO:0000794,condensed nuclear chromosome,65,6,5.44,0.03975,0.625694444444444
GO:0043231,intracellular membrane-bounded organelle,21272,1798,1779.18,0.04766,0.736563636363636
GO:0042579,microbody,530,56,44.33,0.05266,0.787964912280702
GO:0000221,vacuolar proton-transporting V-type ATPa...,8,3,0.67,0.05284,0.787964912280702
GO:0098588,bounding membrane of organelle,3046,265,254.77,0.05534,0.798291666666667
GO:0005775,vacuolar lumen,12,3,1,0.05556,0.798291666666667
GO:0000793,condensed chromosome,106,9,8.87,0.05635,0.798291666666667
GO:0009344,nitrite reductase complex [NAD(P)H],5,2,0.42,0.05987,0.834254098360656
GO:1905360,GTPase complex,16,3,1.34,0.06113,0.838072580645161
GO:0031907,microbody lumen,8,2,0.67,0.06259,0.844468253968254
GO:0005886,plasma membrane,6640,591,555.37,0.06584,0.8744375
GO:0000229,cytoplasmic chromosome,17,4,1.42,0.06784,0.884634328358209
GO:0005623,cell,29165,2460,2439.35,0.06928,0.884634328358209
GO:0009527,plastid outer membrane,114,16,9.53,0.06973,0.884634328358209
GO:0009705,plant-type vacuole membrane,314,43,26.26,0.07138,0.89225
GO:0012511,monolayer-surrounded lipid storage body,36,6,3.01,0.07500,0.923913043478261
GO:0044464,cell part,29092,2453,2433.24,0.08127,0.975345070422535
GO:0055044,symplast,1993,184,166.69,0.08147,0.975345070422535
GO:0031234,extrinsic component of cytoplasmic side ...,20,4,1.67,0.08338,0.984347222222222
GO:0051233,spindle midzone,15,3,1.25,0.08804,1
GO:0031361,integral component of thylakoid membrane,6,2,0.5,0.08899,1
GO:0046930,pore complex,36,6,3.01,0.09106,1
GO:0031360,intrinsic component of thylakoid membran...,6,2,0.5,0.09228,1
GO:0009528,plastid inner membrane,143,16,11.96,0.09283,1
GO:0035097,histone methyltransferase complex,38,4,3.18,0.09862,1
GO:0072686,mitotic spindle,22,3,1.84,0.10204,1
GO:0030054,cell junction,2034,186,170.12,0.10256,1
GO:0008278,cohesin complex,17,3,1.42,0.10563,1
GO:0031312,extrinsic component of organelle membran...,39,6,3.26,0.11110,1
GO:0030137,COPI-coated vesicle,43,5,3.6,0.11541,1
GO:0009503,thylakoid light-harvesting complex,10,5,0.84,0.12275,1
GO:0010287,plastoglobule,128,23,10.71,0.12500,1
GO:0043227,membrane-bounded organelle,21609,1820,1807.37,0.12554,1
GO:0005758,mitochondrial intermembrane space,37,4,3.09,0.12741,1
GO:0042721,TIM22 mitochondrial import inner membran...,15,2,1.25,0.13583,1
GO:1905369,endopeptidase complex,162,10,13.55,0.14154,1
GO:0010319,stromule,73,14,6.11,0.14526,1
GO:0030665,clathrin-coated vesicle membrane,66,7,5.52,0.14655,1
GO:0036452,ESCRT complex,41,5,3.43,0.14782,1
GO:0005834,heterotrimeric G-protein complex,16,3,1.34,0.14831,1
GO:0010494,cytoplasmic stress granule,58,6,4.85,0.15171,1
GO:0022627,cytosolic small ribosomal subunit,209,23,17.48,0.15323,1
GO:0009508,plastid chromosome,15,4,1.25,0.15332,1
GO:0033263,CORVET complex,11,2,0.92,0.15355,1
GO:0005816,spindle pole body,8,2,0.67,0.16202,1
GO:0071013,catalytic step 2 spliceosome,134,10,11.21,0.16604,1
GO:0016469,proton-transporting two-sector ATPase co...,132,17,11.04,0.17305,1
GO:0030126,COPI vesicle coat,40,5,3.35,0.17345,1
GO:0098805,whole membrane,2143,206,179.24,0.17710,1
GO:0000815,ESCRT III complex,24,4,2.01,0.17972,1
GO:0008540,proteasome regulatory particle, base sub...,36,5,3.01,0.18518,1
GO:1902911,protein kinase complex,134,9,11.21,0.18560,1
GO:0005811,lipid droplet,93,9,7.78,0.19487,1
GO:0009707,chloroplast outer membrane,114,16,9.53,0.19605,1
GO:0000783,nuclear telomere cap complex,6,1,0.5,0.19637,1
GO:0005815,microtubule organizing center,140,13,11.71,0.20043,1
GO:0097060,synaptic membrane,30,2,2.51,0.20252,1
GO:0005856,cytoskeleton,907,69,75.86,0.20324,1
GO:0009897,external side of plasma membrane,11,2,0.92,0.20734,1
GO:0045298,tubulin complex,12,2,1,0.20789,1
GO:0005665,RNA polymerase II, core complex,53,4,4.43,0.20890,1
GO:0032838,plasma membrane bounded cell projection ...,21,2,1.76,0.20975,1
GO:0005689,U12-type spliceosomal complex,41,3,3.43,0.21722,1
GO:0031205,endoplasmic reticulum Sec complex,17,3,1.42,0.22006,1
GO:0070545,PeBoW complex,13,2,1.09,0.22380,1
GO:0005829,cytosol,4681,458,391.52,0.22404,1
GO:0005783,endoplasmic reticulum,2287,204,191.28,0.22539,1
GO:0031461,cullin-RING ubiquitin ligase complex,278,14,23.25,0.22750,1
GO:0044422,organelle part,10825,923,905.4,0.23218,1
GO:0030867,rough endoplasmic reticulum membrane,19,3,1.59,0.23747,1
GO:0000220,vacuolar proton-transporting V-type ATPa...,15,3,1.25,0.23783,1
GO:0031510,SUMO activating enzyme complex,5,1,0.42,0.24396,1
GO:0044425,membrane part,9456,807,790.9,0.24428,1
GO:0000782,telomere cap complex,6,1,0.5,0.24503,1
GO:0042170,plastid membrane,506,57,42.32,0.24720,1
GO:0031231,intrinsic component of peroxisomal membr...,21,2,1.76,0.24810,1
GO:0000421,autophagosome membrane,23,4,1.92,0.25143,1
GO:0070652,HAUS complex,10,1,0.84,0.25361,1
GO:0005759,mitochondrial matrix,271,17,22.67,0.25400,1
GO:1904724,tertiary granule lumen,5,1,0.42,0.25418,1
GO:0005791,rough endoplasmic reticulum,20,3,1.67,0.26174,1
GO:0005844,polysome,260,21,21.75,0.27211,1
GO:0031436,BRCA1-BARD1 complex,5,1,0.42,0.27629,1
GO:0070603,SWI/SNF superfamily-type complex,48,3,4.01,0.27892,1
GO:0016605,PML body,9,1,0.75,0.28073,1
GO:0030496,midbody,22,3,1.84,0.28218,1
GO:1990351,transporter complex,27,3,2.26,0.28420,1
GO:0005685,U1 snRNP,41,3,3.43,0.28619,1
GO:0030897,HOPS complex,11,2,0.92,0.28992,1
GO:0005687,U4 snRNP,23,2,1.92,0.29033,1
GO:0005911,cell-cell junction,1995,184,166.86,0.29262,1
GO:0097224,sperm connecting piece,5,1,0.42,0.29412,1
GO:0034515,proteasome storage granule,10,2,0.84,0.30256,1
GO:0005956,protein kinase CK2 complex,13,2,1.09,0.30259,1
GO:0031350,intrinsic component of plastid membrane,34,6,2.84,0.30368,1
