GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0044710,single-organism metabolic process,6609,549,416.85,1.8e-16,6.5484e-13
GO:0006790,sulfur compound metabolic process,498,68,31.41,2.0e-10,3.638e-07
GO:0019758,glycosinolate biosynthetic process,57,23,3.6,6.9e-09,6.5484e-06
GO:0044272,sulfur compound biosynthetic process,157,32,9.9,7.2e-09,6.5484e-06
GO:0006979,response to oxidative stress,641,94,40.43,4.3e-08,3.12868e-05
GO:0006082,organic acid metabolic process,1976,174,124.63,7.6e-08,4.60813333333333e-05
GO:0050896,response to stimulus,8756,651,552.27,9.8e-08,5.0932e-05
GO:0009642,response to light intensity,170,31,10.72,5.1e-07,0.0002319225
GO:0042221,response to chemical,4179,370,263.58,8.1e-07,0.00032742
GO:0006950,response to stress,4703,408,296.63,9.9e-07,0.000360162
GO:0060255,regulation of macromolecule metabolic pr...,4598,294,290.01,1.2e-06,0.000396872727272727
GO:1990748,cellular detoxification,200,31,12.61,1.4e-06,0.000424433333333333
GO:0098754,detoxification,218,33,13.75,2.7e-06,0.000701614285714286
GO:0009415,response to water,476,69,30.02,2.7e-06,0.000701614285714286
GO:0019757,glycosinolate metabolic process,125,28,7.88,3.0e-06,0.0007276
GO:0010431,seed maturation,88,17,5.55,3.8e-06,0.000864025
GO:0019761,glucosinolate biosynthetic process,57,23,3.6,9.7e-06,0.00202111111111111
GO:0016053,organic acid biosynthetic process,873,90,55.06,1.0e-05,0.00202111111111111
GO:0009414,response to water deprivation,467,67,29.46,1.2e-05,0.00229768421052632
GO:1901564,organonitrogen compound metabolic proces...,3125,238,197.1,1.3e-05,0.0023647
GO:0051248,negative regulation of protein metabolic...,197,25,12.43,1.7e-05,0.00294504761904762
GO:0010439,regulation of glucosinolate biosynthetic...,11,6,0.69,2.5e-05,0.00394116666666667
GO:0032269,negative regulation of cellular protein ...,195,25,12.3,2.6e-05,0.00394116666666667
GO:0010035,response to inorganic substance,1346,155,84.9,2.6e-05,0.00394116666666667
GO:0006970,response to osmotic stress,906,106,57.14,2.8e-05,0.00407456
GO:0044550,secondary metabolite biosynthetic proces...,403,56,25.42,5.4e-05,0.00755584615384615
GO:0009404,toxin metabolic process,79,15,4.98,6.3e-05,0.00848866666666667
GO:0019725,cellular homeostasis,556,59,35.07,8.5e-05,0.0110439285714286
GO:0016311,dephosphorylation,487,42,30.72,9.2e-05,0.0115412413793103
GO:0023057,negative regulation of signaling,103,17,6.5,0.00011,0.0133393333333333
